CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,WEALTH_RATING,WEALTH_RATING_MISSING,MONTHS_SINCE_LAST_PROM_RESP_MISSING,DONOR_AGE_MISSING,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,HOME_OWNER_H,HOME_OWNER_U,RECENCY_STATUS_96NK_A,RECENCY_STATUS_96NK_E,RECENCY_STATUS_96NK_F,RECENCY_STATUS_96NK_L,RECENCY_STATUS_96NK_N,RECENCY_STATUS_96NK_S,SES_1,SES_2,SES_3,SES_4,SES_?,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U
168666,1.9459,4.0,-3.3322,2.9496,4.0,1.8942,3.2897,3.1003,5.6499,3.3888,3.7039,3.1577,4.064,8.3557,5.6733,4.4753,-2.5724,3.3673,2.7822,2.7794,-4.0604,3.7435,4.243,-4.6331,1.0,9.5082,1.6094,3.0877,2.4592,0.2094,2.584,0.4055,2.2834,1.5587,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
120166,1.7918,1.0,-2.8332,2.839,1.0,1.5556,3.5506,3.5612,5.9223,3.5154,3.8417,3.2393,4.491,7.815,5.1475,5.1637,-1.9865,3.5835,2.5767,2.7794,-3.6376,3.7669,4.2988,-4.0748,1.0,9.1867,2.5649,3.361,1.7396,0.1178,1.8325,0.0998,2.5502,1.7497,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165131,1.9459,3.0,-3.6636,2.6461,1.0,2.0461,4.3246,3.4721,5.8414,3.282,4.0002,3.2393,4.4093,8.2299,5.8972,5.0027,-2.587,3.4012,2.7822,2.7794,-3.7377,3.9366,3.9242,-4.1913,0.0,9.6525,2.7726,3.5644,1.7396,0.0953,1.8325,0.0953,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
18930,1.9459,3.0,-3.3673,2.4931,3.0,1.8942,3.5506,2.7853,5.6213,3.1192,3.8417,3.4183,3.766,8.3036,6.4345,4.2459,-2.7272,3.3322,2.8422,2.7794,-3.9512,4.1149,3.6792,-3.803,0.0,10.0399,2.5649,3.361,1.7396,0.2231,1.8325,0.2231,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90493,1.6094,2.0094,-2.9444,3.0007,1.0,2.0461,3.8677,0.0,6.002,3.4852,4.0878,3.2393,4.3335,8.2381,6.4362,5.158,-2.4239,3.4657,2.4118,2.7794,-3.8286,4.2938,3.7522,-3.6594,0.5067,10.0025,0.0,3.7569,1.5465,0.0,1.6581,0.1053,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88347,1.6094,0.0,-1.0986,2.7787,1.0,2.0461,3.6332,3.3744,5.8558,3.3189,3.9041,3.4183,4.4451,8.2114,5.823,5.0422,-2.6596,3.3673,2.65,2.7794,-4.0943,3.3049,4.4955,-4.4407,0.0,9.9612,2.7726,3.5009,1.7396,0.1178,1.6581,0.0545,2.1758,2.4641,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5813,1.9459,2.0,-0.6931,3.0492,4.0,1.8942,3.6332,3.5324,6.1554,3.7757,3.9041,3.2393,4.83,8.3663,5.5607,4.9545,-2.587,3.4012,3.5309,0.0,-3.4965,3.3049,4.0347,-4.1913,1.0,10.0545,2.5649,3.4235,2.0406,0.2414,2.4203,0.2874,2.2834,2.2776,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29374,1.9459,4.0,-3.8286,2.9496,1.0,1.8942,3.7573,3.5892,5.9591,3.5732,4.0002,3.1142,4.5561,7.9404,5.7104,5.0292,-2.5088,3.434,2.8989,2.7794,-4.0431,4.2801,3.8839,-3.8885,1.0,9.4564,2.5541,3.5644,1.7396,0.0953,1.8325,0.0908,3.0823,2.2776,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55358,1.9459,2.0,-3.6636,2.5725,2.0,1.9078,3.8677,3.2271,5.8268,3.2437,4.0878,3.4183,4.1928,7.8688,4.9416,4.6522,-2.7272,3.3322,2.7822,2.7794,-4.382,2.9039,3.1618,-4.5522,0.0,8.398,3.0445,3.6328,1.7396,0.1053,1.9809,0.1398,2.1758,1.5587,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147529,1.9459,3.0,-3.3673,2.7146,1.0,2.276,3.8677,3.4721,6.0964,3.3189,4.1683,3.7017,4.3721,7.811,5.0434,5.0358,-1.839,3.6109,2.7822,2.8964,-4.0775,4.0817,3.8839,-4.3286,1.0,8.6866,3.434,3.8137,1.7396,0.0953,1.8325,0.0998,2.1758,2.3752,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190837,1.9459,1.0,-3.1781,2.7787,4.0,1.5556,3.5506,3.1866,5.7342,3.3189,3.8417,3.2393,4.1143,7.8711,5.3181,5.4461,-2.4239,3.4657,2.7822,2.7794,-3.6109,3.3757,3.9242,-4.6135,1.0,9.1871,2.4849,3.2827,2.0406,0.2624,2.3272,0.2624,2.2834,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
153097,1.9459,2.0,-2.4849,2.7146,1.0,1.8942,3.7095,3.5892,6.0313,3.4541,3.9628,3.1577,4.5665,8.8328,5.7714,5.0227,-2.587,3.4012,2.7822,2.7794,-4.0431,3.7669,4.5392,-4.6806,0.0,10.1591,2.9444,3.5784,1.7396,0.0871,1.9809,0.1275,2.1758,2.0481,0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37904,1.6094,4.0,-3.3673,2.4931,1.0,1.9078,3.7573,2.9017,5.6141,3.074,4.0002,3.4183,3.8961,8.4932,6.3368,4.4045,-1.9865,3.5835,2.5767,2.8396,-3.989,3.5336,4.4381,-4.3286,0.0,10.6292,3.0445,3.491,1.7396,0.2094,1.8325,0.1115,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59847,1.9459,4.0,-3.0445,2.5725,1.0,1.8942,3.6742,3.266,5.7722,3.1625,4.0878,3.4183,4.2933,7.8874,5.6454,4.8348,-2.5724,3.4657,2.8989,2.7794,-3.8918,3.8121,4.0184,-4.1913,0.0,9.489,0.0,3.7569,1.5465,0.0,1.6581,0.0742,2.1758,2.1694,0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131060,1.9459,2.0,-3.3322,2.4931,1.0,1.8942,3.9671,2.9552,5.7013,3.074,4.1683,3.8181,3.8961,8.1763,6.363,4.3671,-2.1151,3.5553,2.7822,2.7794,-3.8501,4.2084,3.7041,-4.0224,0.0,10.4869,3.2581,3.8137,1.7396,0.1337,1.8325,0.1249,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58427,1.7918,4.0,-3.5264,3.0007,1.0,1.9078,3.4915,3.5892,5.87,3.4852,3.9041,3.1577,4.4568,7.9195,5.5373,5.0926,-2.4239,3.4657,2.7183,2.7794,-4.0604,4.2801,3.6274,-4.1082,1.0,9.0322,2.7726,3.4117,1.7396,0.0953,1.8325,0.0998,2.6953,2.2776,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106718,1.9459,2.0094,-2.3979,3.0492,1.0,1.7471,3.7573,3.6165,6.0143,3.6008,4.0002,3.2393,4.5561,7.8825,5.8081,5.1919,-2.7272,3.3322,2.8422,2.7794,-3.8501,3.4094,4.0537,-4.0224,1.0,9.3631,2.9444,3.5644,1.9014,0.2515,1.8325,0.1249,2.2834,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
158609,1.6094,0.0,-3.8286,2.4931,1.0,2.0461,3.7573,2.5806,5.5769,3.0267,4.0002,3.7017,3.5893,8.6605,6.1964,4.2168,-2.587,3.4012,2.5767,2.7794,-4.0775,4.1311,4.071,-4.0224,0.0,10.3923,3.0445,3.6328,1.7396,0.4055,1.6581,0.1823,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
170652,1.9459,2.0,-2.9444,2.6461,1.0,1.5556,3.7573,3.3034,5.7597,3.2437,4.0002,3.3393,4.2752,8.1196,5.6733,4.6617,-2.587,3.4012,2.7822,2.7794,-3.989,4.334,3.9043,-4.5833,0.0,9.5275,2.7081,3.5307,1.9014,0.1823,1.9884,0.1337,2.1758,2.0481,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59964,1.9459,3.0,-3.4657,2.7146,4.0,1.8942,3.2897,3.1866,5.6285,3.3189,3.7039,3.1577,4.1928,7.8833,5.591,4.7433,-2.587,3.4012,2.7183,2.7794,-4.1744,4.3074,3.6274,-4.3153,0.0,9.3814,1.6094,3.1098,1.9014,0.2515,2.2246,0.2723,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
175396,1.6094,2.0,-3.8067,2.6461,1.0,2.0461,3.6593,3.1003,5.6912,3.1625,3.9241,3.4183,4.1776,8.0913,5.3982,4.8428,-2.5724,3.4965,2.5767,2.7794,-3.912,4.2661,3.6536,-4.4525,0.0,9.2555,2.8332,3.491,1.7396,0.1823,1.8325,0.1337,2.1758,2.0481,0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
230,1.7918,1.0,-2.8332,2.4931,1.0,1.7471,3.7573,3.1866,5.8119,3.282,4.0002,3.2393,4.2226,8.3917,6.1115,4.9259,-1.6659,3.6376,2.7183,2.8964,-3.8286,3.7898,4.1989,-3.9088,0.0,10.3013,0.0,3.5644,1.5465,0.0,1.8325,0.0953,0.0,2.4641,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11459,1.9459,2.0,-3.3673,3.4045,4.0,1.8942,3.3262,3.7425,5.9567,3.8422,3.752,3.0246,4.7204,8.3322,5.8454,5.1919,-2.6596,3.3673,2.8422,2.8396,-3.5835,4.0984,3.963,-4.3019,1.0,9.678,1.7918,3.1275,2.2716,0.375,2.4203,0.3133,2.2834,1.5587,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
134852,1.7918,2.0,-3.6889,2.4931,1.0,1.7471,4.2882,2.6536,5.6844,3.0267,4.438,4.2558,3.6165,7.9805,5.6699,4.2168,-2.587,3.4012,2.65,2.7794,-4.0604,3.9169,4.0362,-4.1913,0.0,9.1104,3.9318,4.2168,1.7396,0.4055,1.6581,0.1823,2.1758,2.9017,0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181019,1.9459,3.0,-1.0986,2.9496,2.0,1.7471,3.7573,3.694,6.0759,3.5154,4.0002,3.4183,4.491,7.9965,5.6971,5.1751,-2.587,3.4012,2.7183,2.8473,-3.6636,3.8763,3.8839,-4.3417,1.0,9.46,3.0445,3.6328,1.7396,0.1053,1.9809,0.1723,2.2834,1.91,0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
183698,1.9459,4.0,-3.7612,2.5725,2.0,1.5556,4.2882,2.8452,5.8414,3.074,4.438,4.2558,3.8546,7.9945,5.6454,4.288,-2.4239,3.4657,2.7822,2.7794,-3.4965,4.1149,3.9818,-4.1405,0.0,9.2904,3.9318,4.2168,1.9014,0.3365,1.8325,0.1672,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70306,1.9459,2.0,-2.8332,2.6461,2.0,1.9078,3.6332,3.3395,5.8059,3.3544,3.9041,3.2393,4.2515,7.9805,5.9661,4.6711,-1.9865,3.5835,2.7183,2.7794,-3.8712,3.4094,4.5707,-3.6333,0.0,9.9749,2.7726,3.3951,1.7396,0.0871,2.2246,0.2046,2.1758,2.3752,0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149831,1.9459,2.0,-3.1355,2.9496,1.0,2.1677,3.803,3.643,6.2111,3.4852,4.0878,3.57,4.5241,8.8315,6.4583,5.1109,-2.6596,3.3673,2.7183,2.7794,-3.9703,3.8669,4.243,-4.3417,1.0,10.4639,0.0,3.6843,1.5465,0.0,1.8325,0.4265,2.1758,2.6212,0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9677,1.9459,0.0,-2.8904,3.1398,3.0,1.5556,3.6593,3.694,6.2131,3.7045,4.4498,3.2393,4.7892,7.8734,5.3982,5.1751,-2.7272,3.3322,2.9525,2.7794,-3.8712,3.9749,4.0003,-4.464,1.0,9.6901,2.7081,3.4442,2.1628,0.3365,2.1101,0.1914,2.2834,2.3752,0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112507,1.9459,4.0,-2.7081,3.0492,4.0,1.9078,3.3262,3.3744,5.7113,3.4541,3.679,3.1577,4.3594,8.0913,5.6699,4.8738,-2.6596,3.3673,2.7822,2.7794,-3.5264,3.3049,4.3645,-4.1563,1.0,9.966,1.7918,3.1275,2.2716,0.4421,2.4203,0.3133,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
130816,1.9459,0.0,-3.3673,3.0955,4.0,2.0461,3.7573,3.6688,6.4334,3.654,4.2137,3.2393,4.5972,8.0676,6.1841,5.1169,-2.587,3.4012,2.8989,2.7794,-3.9512,4.4914,3.1618,-3.8467,1.0,9.8059,2.9444,3.6127,2.1628,0.3104,2.5055,0.3514,2.2834,2.5458,0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21373,1.9459,3.0,-3.912,2.7787,4.0,1.9078,3.3262,2.9017,5.6177,3.2437,3.7283,3.1993,3.8755,7.896,5.4972,4.3414,-2.7272,3.3322,2.8989,2.7794,-4.0604,4.1311,3.8631,-4.1082,1.0,9.3469,1.9459,3.1492,2.1628,0.511,2.1101,0.2874,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61997,1.9459,2.0,-3.3322,2.6461,4.0,1.8942,3.4286,2.8452,5.6177,3.1625,3.8201,3.2393,3.8546,7.8956,5.717,4.3016,-2.7272,3.3322,2.8422,2.8964,-3.6889,3.6175,4.1684,-4.4407,1.0,9.6424,2.0794,3.2413,2.0406,0.47,2.1101,0.2874,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48037,1.9459,2.0,-3.3673,2.5725,2.0,1.5556,3.8677,2.7853,5.6499,3.074,4.0878,3.57,3.8113,8.0467,6.0064,4.2601,-2.6596,3.3673,2.7822,2.9502,-4.0073,3.956,3.5442,-4.2744,0.0,9.7399,3.0445,3.6328,1.9014,0.2094,1.8325,0.2231,2.1758,1.5587,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60476,1.7918,0.0,-3.6889,2.9496,2.0,1.9078,3.6332,3.4721,5.8356,3.5154,3.9041,3.1142,4.4568,7.8507,5.5373,5.0358,-2.5088,3.434,2.7183,2.7794,-4.0254,3.1882,4.0879,-4.2171,1.0,9.1652,2.7726,3.491,1.7396,0.1337,1.8325,0.1115,2.2834,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
143773,1.7918,2.0,-3.3322,2.7146,4.0,1.8942,3.3262,3.3395,5.8149,3.5154,3.7979,3.2393,4.3721,8.196,5.2095,4.7606,-2.7906,3.2958,2.7183,2.7794,-4.2905,3.7435,4.4615,-4.6619,1.0,8.8412,1.9459,3.1449,1.7396,0.1178,2.2246,0.2335,2.2834,1.7497,0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114552,1.9459,2.0,-2.3979,2.7787,1.0,1.8942,3.6332,3.5027,5.8385,3.3544,3.9041,3.4183,4.4451,7.9643,5.4116,4.996,-2.3312,3.4965,2.7183,2.7794,-3.6636,3.3757,4.2572,-4.4289,0.0,9.6838,2.7726,3.491,1.7396,0.1053,1.6581,0.0516,2.1758,2.5458,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148091,1.7918,1.0,-3.7136,2.6461,1.0,2.1677,3.8677,3.1003,5.7342,3.1192,4.0878,3.7017,4.0467,8.7246,6.6399,4.7798,-2.7906,3.2958,2.7183,2.7794,-3.8712,4.0647,4.0537,-3.7574,0.0,10.2617,3.1355,3.6968,1.9014,0.2005,1.8325,0.0998,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74568,1.7918,4.0,-3.4965,2.4931,1.0,1.9078,3.7573,2.6536,5.5769,3.0267,4.0002,3.7017,3.6431,7.9008,5.5175,4.1869,-2.7272,3.3322,2.7183,2.7794,-3.7612,3.8121,4.2138,-3.803,0.0,9.1776,3.0445,3.6328,1.7396,0.4055,1.6581,0.1823,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82441,1.9459,4.0,-3.2958,2.4931,3.0,1.5556,3.5215,2.9552,5.6776,3.1625,3.9041,3.4183,3.9359,7.9992,5.9322,4.3797,-2.6596,3.3673,2.7822,2.7794,-3.8286,4.0474,3.7284,-3.7338,0.0,9.467,2.3979,3.3951,1.7396,0.1337,2.1101,0.2367,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140051,1.7918,1.0,-3.7136,2.839,1.0,1.8942,3.6332,3.266,5.7566,3.282,3.9041,3.2393,4.1776,8.0145,5.1705,4.9187,-2.229,3.5264,2.65,2.7794,-3.8712,3.956,3.9818,-4.0576,1.0,9.2333,2.7726,3.491,1.7396,0.1178,1.6581,0.0516,2.1758,1.7497,0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140464,1.9459,3.0,-3.7612,2.4931,2.0,1.7471,3.9087,2.7853,5.6569,3.074,4.1208,3.57,3.766,7.9235,5.5255,4.2315,-2.7272,3.3322,2.7822,2.7794,-4.0254,3.6698,4.1838,-4.1082,0.0,9.1541,3.3322,3.6589,1.7396,0.2231,1.8325,0.2231,2.1758,1.5587,1,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
160313,1.9459,1.0,-3.1781,2.6461,1.9956,1.3186,3.6332,3.1866,5.8924,3.2437,4.0878,3.57,4.2078,8.1451,5.961,4.552,-2.587,3.4657,2.7822,3.1402,-3.7136,3.8554,3.7754,-4.0576,0.0,9.3278,3.0445,3.6926,1.8613,0.0953,1.9809,0.1337,2.1758,2.0481,0,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
173417,1.9459,2.0,-3.3322,2.6461,3.0,1.8942,3.6593,3.0543,5.9061,3.2437,4.438,3.2777,3.9928,7.691,0.0,4.4045,-2.587,3.4012,2.8422,2.7794,-4.382,3.8669,3.1618,-4.9115,1.0,0.0,2.9444,3.7189,2.0406,0.2874,2.2246,0.2577,2.2834,1.5587,1,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
141330,1.9459,1.0,-3.4657,2.5725,3.0,1.8942,3.4915,2.8452,5.6213,3.1192,3.8417,3.4183,3.8113,8.1796,6.2971,4.288,-2.6596,3.3673,2.7183,2.8396,-3.7612,4.5346,0.0,-3.7338,0.0,10.4521,2.3979,3.3495,1.9014,0.3365,1.9809,0.2414,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144812,1.9459,2.0094,-2.9444,2.4931,1.0,2.1677,4.6331,3.1003,6.002,3.3895,4.7415,4.6103,4.064,8.665,5.8201,4.5306,-1.9865,3.5835,2.65,2.7794,-3.8712,3.8121,4.2138,-4.6899,0.0,9.8751,4.3944,4.5831,1.8613,0.1053,1.6581,0.0488,2.1758,1.5587,1,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102450,1.6094,1.0,-3.4657,2.4931,1.0,1.8942,3.6332,2.8452,5.5957,3.074,3.9041,3.4183,3.8755,7.8799,5.6937,4.4045,-2.6596,3.3673,2.65,2.7794,-3.6376,4.0118,3.8839,-4.1245,0.0,9.401,2.7726,3.4117,1.7396,0.1544,1.8325,0.1337,2.1758,1.5587,1,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72844,1.9459,0.0,-2.3979,3.0492,3.0,2.0461,3.4915,3.408,5.8356,3.6008,3.7979,3.1577,4.3465,7.9823,5.9965,4.752,-2.7906,3.2958,2.7822,2.7794,-3.8712,3.8554,3.9043,-3.8251,1.0,9.6626,2.0794,3.2398,2.2716,0.375,2.4203,0.2761,2.2834,1.91,0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
188250,0.6931,2.0,-3.1781,3.6661,4.0,1.8942,0.0,3.3034,6.56,4.2287,3.9041,3.2393,4.2371,8.0332,5.7961,5.0803,-2.587,2.9728,1.9677,2.8964,-2.9957,3.1882,4.3517,-3.8885,1.0,9.6971,2.4849,3.3435,2.0406,0.5596,2.1101,0.4055,2.2834,1.5587,0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
