CONTROL_NUMBER,CARD_PROM_12,CHILDREN,DONOR_AGE,DONOR_GENDER,FILE_CARD_GIFT,FREQUENCY_STATUS_97NK,HOME_OWNER,INCOME_GROUP,LAST_GIFT_AMT,LIFETIME_CARD_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,NUMBER_PROM_12,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PCT_OWNER_OCCUPIED,PEP_STAR,PER_CAPITA_INCOME,RECENCY_STATUS_96NK,RECENT_AVG_CARD_GIFT_AMT,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,RECENT_CARD_RESPONSE_PROP,RECENT_RESPONSE_COUNT,RECENT_RESPONSE_PROP,RECENT_STAR_STATUS,SES,URBANICITY,WEALTH_RATING,TARGET_B
134285,6.0,1.0,,M,6.0,1.0,H,4.0,15.0,17.0,59.0,7.0,15.0,5.0,44.0,753.0,96.0,53.0,16.0,16.0,14.0,0.0,25.0,35.0,18.0,19.0,1.0,2812.0,A,10.33,10.33,3.0,0.333,3.0,0.15,0.0,2,U,,0
120970,4.0,1.0,86.0,F,3.0,1.0,H,,15.0,20.0,65.0,5.0,15.0,5.0,52.0,390.0,215.0,84.0,16.0,16.0,10.0,0.0,11.0,29.0,0.0,55.0,0.0,7147.0,A,15.0,15.0,1.0,0.125,1.0,0.053,0.0,4,,3.0,0
96627,3.0,2.0,39.0,F,1.0,1.0,H,2.0,20.0,8.0,20.0,1.0,20.0,20.0,17.0,357.0,299.0,26.0,26.0,26.0,7.0,0.0,0.0,0.0,0.0,61.0,0.0,14025.0,N,20.0,20.0,1.0,0.167,1.0,0.077,0.0,?,,,0
87069,6.0,4.0,72.0,M,13.0,3.0,U,,5.0,28.0,192.0,26.0,10.0,31.628258160263442,72.0,243.0,147.0,,16.0,16.0,13.0,0.0,21.0,24.0,39.0,66.0,1.0,10526.0,S,8.33,8.75,3.0,0.333,4.0,0.235,1.0,3,T,3.0,0
20450,6.0,4.0,55.0,F,4.0,3.0,H,4.0,10.0,14.0,33.0,5.0,10.0,5.0,-23.208887587676543,556.0,252.0,40.0,16.0,16.0,13.0,3.0,29.0,45.0,23.0,82.0,0.0,10981.0,,7.0,7.0,3.0,0.333,4.0,0.2,0.0,2,R,,0
113776,,3.0,29.0,M,1.0,3.0,U,1.0,20.0,11.0,65.0,4.0,20.0,5.0,29.0,638.0,253.0,32.0,15.0,15.0,14.0,97.0,2.0,26.0,4.0,1.0,0.0,8670.0,A,20.0,16.25,1.0,0.143,4.0,0.267,0.0,2,T,,0
45009,6.0,2.0,,M,5.0,1.0,,2.0,28.0,24.0,128.0,7.0,28.0,5.0,57.0,661.0,,75.0,18.0,18.0,13.0,0.0,46.0,28.0,40.0,83.0,1.0,16285.0,A,26.0,27.0,1.0,0.091,2.0,0.091,0.0,2,C,3.0,0
156961,4.0,4.0,80.0,F,4.0,3.0,H,6.0,40.0,15.0,252.0,12.0,,-19.515952032109244,38.0,2312.0,572.0,72.0,18.0,18.0,8.0,0.0,32.0,54.0,11.0,82.0,0.0,16529.0,A,25.0,28.2,2.0,0.222,5.0,0.294,0.0,1,S,7.0,0
120991,4.0,1.0,39.0,F,1.0,1.0,H,2.0,15.0,5.0,15.0,1.0,15.0,15.0,13.0,763.0,309.0,17.0,,17.0,10.0,1.0,34.0,34.0,40.0,87.0,0.0,10628.0,F,15.0,15.0,1.0,0.5,1.0,0.2,0.0,3,S,,0
109680,5.0,2.0,73.0,F,17.0,3.0,H,2.0,11.0,33.0,236.07,31.0,11.0,0.07,86.0,596.0,257.0,130.0,18.0,18.0,14.0,0.0,23.0,30.0,28.0,82.0,2.004584679238949,12186.0,S,10.25,10.0,4.0,0.364,6.0,0.3,1.0,2,R,3.0,0
158724,3.0,2.0,41.0,F,1.0,1.0,U,3.0,15.0,6.0,15.0,1.0,15.0,15.0,15.0,2466.0,501.0,24.0,24.0,24.0,7.0,1.0,39.0,40.0,23.0,71.0,0.0,19398.0,N,15.0,15.0,1.0,0.25,1.0,0.1,0.0,1,C,,0
187922,,1.0,,M,8.0,1.0,U,,16.0,13.0,122.0,11.0,,5.0,31.0,531.0,182.0,,19.0,19.0,7.0,0.0,51.0,5.0,91.0,88.0,1.0,14309.0,E,15.0,15.0,2.0,0.5,2.0,0.25,1.0,2,C,,0
80720,5.0,1.0,,U,24.0,4.0,U,,10.0,32.0,306.0,51.0,10.0,2.0,81.0,587.0,,130.0,18.0,18.0,12.0,3.0,25.0,29.0,39.0,79.0,1.0,13123.0,S,,7.6,8.0,0.727,10.0,0.556,1.0,2,T,5.0,0
41920,4.0,0.0,55.0,,0.0,1.0,H,7.0,15.0,5.0,15.0,1.0,15.0,15.0,15.0,467.0,192.0,20.0,20.0,20.0,10.0,0.0,36.0,,34.0,74.0,0.0,10376.0,F,0.0,15.0,0.0,0.0,1.0,0.167,0.0,4,U,,1
9634,5.0,3.0,48.0,M,1.0,1.0,H,4.0,18.0,16.0,,4.0,30.0,18.0,60.0,2614.0,504.0,53.0,26.0,,26.0,3.0,19.0,31.0,23.0,84.0,0.0,15839.0,A,0.0,0.0,0.0,0.0,0.0,,0.0,2,S,4.0,0
35325,3.0,0.0,79.0,M,6.0,1.0,H,4.0,30.0,17.0,85.0,7.0,30.0,5.0,48.0,833.0,277.0,119.0,15.0,15.0,10.0,0.0,41.0,36.0,38.0,41.0,1.0,14317.0,E,0.0,30.0,0.0,0.0,1.0,0.5,0.0,2,C,,1
99066,,1.0,67.0,M,11.0,4.0,H,3.0,5.0,24.0,102.0,23.0,7.0,1.0,57.0,206.0,116.0,88.0,15.0,15.0,11.0,0.0,29.0,24.0,43.0,56.0,1.0,8204.0,S,5.4,5.5,5.0,0.556,8.0,0.5,1.0,3,R,0.0,1
123875,7.0,1.0,59.0,F,1.0,3.0,U,4.0,10.0,11.0,36.0,4.0,11.0,5.0,24.0,470.0,277.0,30.0,15.0,15.0,14.0,0.0,28.0,43.0,26.0,61.0,0.0,11907.0,A,11.0,9.0,1.0,0.167,4.0,0.286,0.0,3,S,,0
161482,3.0,0.0,69.0,U,8.0,3.0,U,,10.0,22.0,155.0,15.0,15.0,3.0,52.0,913.0,332.0,104.0,18.0,18.0,7.0,0.0,29.0,24.0,17.0,28.0,1.0,16891.0,S,10.0,12.0,1.0,0.2,2.0,0.154,1.0,,S,3.0,0
53960,2.1272071718274264,0.0,,F,1.0,1.0,U,,16.0,9.0,26.0,2.0,16.0,10.0,22.0,713.0,351.0,28.0,21.0,21.0,10.0,0.0,28.0,24.0,33.0,89.0,0.0,12600.0,A,16.0,13.0,1.0,0.167,2.0,0.167,0.0,3,R,,0
131219,7.0,2.0,,F,1.0,4.0,U,5.0,15.0,13.0,71.0,6.0,20.0,6.0,33.0,970.0,343.0,32.0,18.0,18.0,15.0,0.0,27.0,17.0,39.0,80.0,0.0,13011.0,A,10.0,13.0,1.0,,5.0,0.294,0.0,2,R,,0
70306,6.0,2.0,71.0,M,3.0,2.0,H,4.0,15.0,20.0,88.0,9.0,15.0,5.0,46.0,735.0,389.0,57.0,24.0,24.0,12.0,0.0,32.0,12.0,73.0,98.0,0.0,21480.0,A,15.0,12.0,1.0,0.091,5.0,0.227,0.0,2,C,6.0,0
168483,6.0,1.0,40.0,M,2.0,3.0,U,5.0,20.0,9.0,85.0,3.0,35.0,20.0,24.0,2766.0,583.0,24.0,18.0,20.0,14.0,0.0,,36.0,11.0,74.0,0.0,19556.0,N,32.5,32.5,2.0,0.4,2.0,0.182,0.0,1,U,,0
31202,6.0,1.0,,F,3.0,4.0,H,5.0,10.0,10.0,35.0,5.0,10.0,5.0,24.0,700.0,303.0,29.0,15.0,15.0,13.0,2.0,20.0,71.0,29.0,65.0,1.0,14973.0,A,6.67,7.0,3.0,0.5,5.0,0.417,0.0,2,T,,0
126195,5.0,2.0,47.0,F,0.0,1.0,H,7.0,20.0,6.0,20.0,1.0,20.0,20.0,12.0,874.0,291.0,15.0,15.0,15.0,10.0,4.0,10.0,35.0,23.0,64.0,0.0,14831.0,F,0.0,20.0,0.0,0.0,1.0,0.25,0.0,1,S,,0
187739,,4.0,,F,6.0,1.0,U,,15.0,8.0,115.0,10.0,20.0,5.0,21.0,2712.0,1085.0,53.0,19.0,19.0,5.0,,39.0,20.0,35.0,97.0,0.0,44347.0,E,15.0,17.5,1.0,0.25,2.0,0.25,0.0,1,S,,0
62960,6.0,4.0,29.0,F,4.0,3.0,H,4.0,10.0,17.0,43.0,8.0,10.0,3.0,42.0,533.0,429.0,57.0,16.0,16.0,13.0,0.0,27.0,17.0,28.0,67.0,0.0,13560.0,A,7.0,6.2,3.0,0.375,5.0,0.278,0.0,1,S,13.451898003766887,0
178502,6.0,0.0,52.0,M,9.0,2.0,H,6.0,15.0,29.0,102.0,13.0,15.0,5.0,68.0,1421.0,413.0,122.0,16.0,16.0,13.0,1.0,31.0,38.0,21.0,,1.0,17506.0,S,11.0,13.0,1.0,0.143,2.0,0.118,1.0,2,S,,0
28846,6.0,-2.299824219944762,55.0,F,6.0,4.0,U,,20.0,15.0,88.0,8.0,20.0,5.0,33.0,415.0,190.0,40.0,17.0,17.0,13.0,0.0,22.0,28.0,37.0,65.0,1.0,9129.0,S,12.6,12.17,5.0,0.5,6.0,0.353,1.0,2,R,,0
111981,5.0,1.0,,F,6.0,1.0,U,,14.0,29.0,104.0,13.0,15.0,3.0,67.0,439.0,192.0,111.0,21.0,21.0,11.0,0.0,53.0,14.0,65.0,80.0,1.0,10106.0,A,12.0,13.0,2.0,0.2,3.0,0.143,4.0,2,R,2.0,1
162606,6.0,0.0,54.0,F,2.0,2.0,,4.0,20.0,9.0,25.0,2.0,20.0,5.0,21.0,2653.0,418.0,24.0,16.0,16.0,12.0,0.0,15.0,33.0,21.0,39.0,0.0,13440.0,N,12.5,12.5,2.0,0.4,2.0,0.182,,2,S,,1
84262,5.0,4.0,40.0,M,5.0,1.0,H,6.0,25.0,30.0,130.0,6.0,25.0,20.0,61.0,246.0,127.0,106.0,30.290179826175432,15.0,12.0,0.0,41.0,0.0,63.0,75.0,0.0,11591.0,L,25.0,25.0,2.0,0.2,2.0,0.095,0.0,2,R,5.0,0
165876,3.0,0.0,,M,1.0,1.0,U,,,5.0,20.0,1.0,20.0,20.0,13.0,1099.0,275.0,21.0,21.0,21.0,8.0,0.0,45.0,33.0,10.0,44.0,0.0,13661.0,N,20.0,20.0,1.0,0.333,1.0,0.143,0.0,3,C,,0
70380,6.0,1.0,,F,4.0,1.0,U,1.0,16.0,15.0,57.0,5.0,16.0,5.0,34.0,565.0,363.0,40.0,25.0,25.0,11.0,0.0,23.0,34.0,29.0,93.0,1.0,11512.0,A,14.0,13.0,3.0,0.3,4.0,0.211,3.0,3,R,,0
88322,6.0,0.0,65.0,M,2.0,2.0,U,6.0,15.0,11.0,45.0,3.0,15.0,15.0,24.0,1463.0,546.0,28.0,21.0,21.0,12.0,0.0,16.0,55.0,26.0,99.0,1.0,19338.0,A,15.0,15.0,2.0,0.286,3.0,0.231,0.0,1,C,,0
108705,4.0,3.0,67.0,M,4.0,1.0,H,7.0,20.0,22.0,91.0,6.0,20.0,5.0,58.0,654.0,330.0,93.0,17.0,17.0,11.0,0.0,28.0,18.0,52.0,82.0,0.0,13267.0,A,20.0,20.0,1.0,0.143,2.0,0.118,0.0,2,T,7.0,0
62152,6.0,3.0,73.0,M,12.0,3.0,H,4.0,10.0,30.0,132.0,16.0,12.0,5.0,76.0,874.0,427.0,130.0,18.0,,16.0,0.0,29.0,47.0,25.0,78.0,1.0,15810.0,S,11.0,10.5,2.0,0.222,4.0,0.211,1.0,2,R,7.0,0
127479,4.0,-2.299824219944762,7.0,M,1.0,1.0,H,1.0,18.0,5.0,18.0,1.0,18.0,18.0,14.0,952.0,258.0,18.0,18.0,18.0,12.0,0.0,-3.91883705989909,52.0,38.0,19.0,0.0,18610.0,F,18.0,18.0,1.0,0.5,1.0,0.2,0.0,1,S,,0
41953,5.0,3.0,,M,0.0,2.0,U,3.0,20.0,6.0,40.0,2.0,20.0,20.0,18.0,1792.0,302.0,20.0,5.667649778752445,15.0,13.0,0.0,0.0,0.0,0.0,44.0,0.0,26511.0,N,0.0,20.0,0.0,0.0,2.0,0.333,0.0,3,U,,0
101292,4.0,4.0,,F,1.0,2.0,U,,15.0,7.0,20.0,2.0,15.0,5.0,17.0,334.0,197.0,24.0,15.0,15.0,10.0,0.0,35.0,25.0,36.0,70.0,0.0,9105.0,N,5.0,10.0,1.0,0.25,2.0,0.222,0.0,2,T,,0
169190,6.0,0.0,73.0,M,,1.0,U,1.0,15.0,20.0,,6.0,67.77428826652354,15.0,48.0,1026.0,835.3632673041895,57.0,25.0,25.0,12.0,0.0,45.0,23.0,48.0,73.0,0.0,12799.0,A,15.0,22.0,1.0,,2.0,0.091,0.0,2,R,2.0,0
74005,6.0,3.0,43.0,F,3.0,4.0,H,2.0,20.0,11.0,81.0,7.0,20.0,6.0,27.0,568.0,268.0,29.0,17.0,17.0,13.0,0.0,34.0,40.0,30.0,84.0,1.0,11604.0,A,13.33,13.0,3.0,,5.0,0.357,0.0,2,R,,0
143063,,0.0,62.0,M,8.0,4.0,U,2.0,4.0,27.0,65.0,14.0,7.0,3.0,59.0,2074.0,358.0,113.0,15.0,15.0,13.0,0.0,12.0,8.0,,74.0,0.0,13936.0,A,5.25,45.78508725946931,4.0,0.4,8.0,0.444,0.0,3,U,,0
76917,3.0,2.0,69.0,F,1.0,1.0,U,1.0,20.0,4.0,20.0,1.0,20.0,20.0,10.0,236.0,179.0,15.0,15.0,15.0,8.0,0.0,30.0,30.0,18.0,59.0,0.0,8009.0,E,20.0,20.0,1.0,1.0,1.0,1.0,0.0,3,C,,0
74615,6.0,1.0,86.0,M,19.09289694129685,3.0,U,1.0,10.0,32.0,140.0,20.0,20.0,2.0,73.0,500.0,155.0,127.0,18.0,19.0,12.0,4.0,34.0,23.0,31.0,36.0,1.0,13674.0,S,10.0,8.5,3.0,0.273,6.0,0.3,,2,C,5.0,1
150519,4.0,2.0,,M,10.0,3.0,H,4.0,8.0,26.0,74.0,12.0,8.0,4.0,53.0,806.0,263.0,125.0,18.0,18.0,6.0,0.0,16.0,37.0,,97.0,1.0,21467.0,A,6.0,6.5,3.0,0.375,4.0,0.267,0.0,2,S,,0
132444,6.0,3.0,49.0,F,3.0,1.0,H,,20.0,22.0,135.0,9.0,20.0,10.0,58.0,543.0,428.0,75.0,17.0,17.0,13.0,0.0,33.0,43.0,18.0,88.0,0.0,12010.0,A,20.0,20.0,1.0,0.1,1.0,-0.18152885585139303,0.0,2,T,6.0,1
109470,4.0,0.0,47.0,F,1.0,1.0,H,2.0,18.0,5.0,18.0,1.0,18.0,18.0,13.0,604.0,286.0,17.0,17.0,17.0,10.0,0.0,21.0,46.0,17.0,70.0,0.0,11341.0,F,18.0,18.0,1.0,0.5,1.0,0.2,0.0,2,R,,1
37618,3.0,0.0,,M,1.0,1.0,U,4.0,15.0,5.0,15.0,1.0,15.0,15.0,14.0,1566.0,326.0,21.0,21.0,21.0,8.0,0.0,14.0,8.0,72.0,21.0,0.0,21899.0,N,15.0,15.0,1.0,0.333,1.0,0.143,0.0,1,U,,1
40625,6.0,0.0,54.0,M,6.0,1.0,U,,25.0,28.0,239.0,12.0,29.0,5.0,66.0,698.0,354.0,103.0,21.0,21.0,13.0,2.0,27.0,40.0,14.0,81.0,1.0,11799.0,A,25.0,25.0,1.0,0.1,1.0,0.05,0.0,2,T,7.0,0
146655,6.0,4.0,40.0,F,2.0,,U,,20.0,10.0,34.0,3.0,20.0,5.0,23.0,4467.0,642.0,32.0,16.0,16.0,12.0,0.0,43.0,28.0,47.0,86.0,,31736.0,A,12.5,11.33,2.0,0.333,3.0,0.231,0.0,1,S,,0
65223,6.0,2.0,70.0,F,5.0,3.0,U,1.0,10.0,18.0,51.0,7.0,10.0,5.0,48.0,1169.0,491.0,63.0,21.0,21.0,12.0,0.0,27.0,,38.0,89.0,1.0,19352.0,A,8.67,8.5,3.0,0.333,4.0,0.211,0.0,1,R,,0
162382,6.0,2.0,39.0,F,1.0,,U,7.0,25.0,14.0,55.0,3.0,25.0,10.0,34.0,2375.0,434.0,45.0,24.0,24.0,12.0,0.0,,45.0,26.0,92.0,0.0,17820.0,A,0.0,22.5,0.0,0.0,2.0,0.111,0.0,1,U,9.0,0
564,11.0,4.0,59.0,F,7.0,1.0,H,7.0,18.0,25.0,210.0,10.0,50.0,5.0,56.0,2573.0,582.0,79.0,16.0,16.0,24.0,0.0,30.0,54.0,8.0,82.0,1.0,19730.0,A,30.0,30.0,4.0,0.444,4.0,0.25,0.0,1,C,,0
104420,5.0,6.220526274750517,,U,7.0,1.0,,,20.0,28.0,117.0,10.0,25.0,2.0,61.0,429.0,290.0,126.0,25.0,25.0,10.0,0.0,30.0,34.0,29.0,84.0,0.0,13205.0,A,17.5,16.67,2.0,0.2,3.0,0.15,0.0,2,R,6.0,0
120296,6.0,2.0,61.0,F,10.0,1.0,H,5.0,20.0,25.0,119.0,15.0,20.0,5.0,61.0,575.0,254.0,105.0,20.0,20.0,,47.0,38.0,38.0,-22.613054461101946,45.0,1.0,10304.0,A,20.0,20.0,1.0,0.143,1.0,0.059,0.0,2,T,,0
72190,4.0,0.0,83.0,M,16.0,4.0,U,,10.0,26.0,132.0,23.0,10.0,4.0,61.0,673.0,354.0,129.0,17.0,17.0,9.0,0.0,35.0,27.0,23.0,78.0,1.0,14995.0,S,6.75,6.8,4.0,0.571,5.0,0.385,1.0,1,T,8.0,1
144261,5.0,1.0,43.0,M,3.0,,U,5.0,,17.0,70.0,4.0,25.0,10.0,46.0,,366.0,56.0,16.0,16.0,15.0,0.0,16.0,34.0,,59.0,0.0,17330.0,A,20.0,20.0,1.0,0.143,1.0,0.063,0.0,1,U,9.0,0
170198,6.0,0.0,79.0,F,-10.098569970338596,1.0,H,2.0,15.0,34.0,150.0,15.0,15.0,5.0,72.0,1859.0,349.0,126.0,18.0,30.0,13.0,0.0,51.0,15.0,50.0,81.0,1.0,12148.0,A,0.0,15.0,0.0,0.0,2.0,0.091,5.0,1,C,4.0,0
146126,2.0,3.0,70.0,F,7.0,1.0,H,5.0,15.0,16.0,101.0,11.0,17.0,3.0,38.0,1657.0,454.0,126.0,25.0,25.0,6.0,0.0,29.0,13.0,,79.0,1.0,13484.0,A,0.0,15.0,0.0,0.0,1.0,0.091,0.0,2,U,,0
129138,4.0,1.0,55.0,F,0.0,1.0,U,1.0,20.0,6.0,-243.25592701489825,-18.62906039516914,20.0,20.0,14.0,1125.0,107.0,21.0,21.0,,10.0,0.0,53.0,18.0,22.0,10.0,0.0,7505.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,C,,0
894,11.0,3.0,57.0,M,12.0,4.0,H,5.0,21.0,36.0,580.0,34.0,25.0,5.0,105.0,860.0,392.0,64.0,4.0,12.0,35.0,0.0,40.0,39.0,20.0,89.0,1.0,13088.0,S,18.8,19.4,5.0,0.455,10.0,0.5319211033593158,1.0,2,C,7.0,1
16593,6.0,3.0,53.0,F,2.0,1.0,H,6.0,,16.0,40.0,4.0,20.0,5.0,39.0,1543.0,667.0,52.0,30.290179826175432,17.0,13.0,0.0,35.0,40.0,32.0,96.0,0.0,24457.0,A,0.0,20.0,0.0,0.0,1.0,0.5319211033593158,0.0,1,C,9.0,0
108503,6.0,4.0,40.0,U,11.0,1.0,U,,15.0,32.0,280.0,24.0,17.0,5.0,78.0,594.0,149.0,125.0,18.0,18.0,13.0,0.0,19.0,11.0,38.0,42.0,1.0,8422.0,A,10.0,13.75,1.0,0.091,4.0,0.182,3.0,3,U,5.0,0
43927,,2.0,47.0,M,2.0,1.0,H,4.0,20.0,9.0,,2.0,20.0,10.0,21.0,865.0,337.0,35.0,20.0,20.0,10.0,0.0,34.0,27.0,33.0,84.0,0.0,15657.0,A,20.0,20.0,1.0,0.2,1.0,0.083,0.0,2,C,,1
131260,6.0,2.0,49.0,M,7.0,2.0,U,1.0,25.0,28.0,181.0,12.0,25.0,5.0,68.0,723.0,193.0,112.0,18.0,27.0,13.0,0.0,15.0,19.0,21.0,47.0,1.0,10286.0,A,23.0,23.0,1.0,0.111,1.0,0.05,0.0,1,C,5.0,0
153001,6.0,0.0,,M,9.0,4.0,H,5.0,5.0,30.0,126.0,20.0,10.0,3.0,76.0,1960.0,835.3632673041895,96.0,16.0,16.0,15.0,7.0,30.0,19.0,36.0,48.0,1.0,17243.0,S,5.5,5.33,4.0,0.364,6.0,0.286,1.0,2,S,2.0,1
101109,5.0,3.0,69.0,F,9.0,1.0,H,7.0,10.0,31.0,207.0,15.0,24.0,5.0,79.0,883.0,468.0,128.0,18.0,18.0,13.0,0.0,38.0,,22.0,96.0,1.0,15167.0,A,15.0,12.5,1.0,0.111,2.0,0.1,12.0,1,C,7.0,1
142552,5.0,4.0,69.0,M,3.0,1.0,U,6.0,20.0,13.0,40.0,3.0,20.0,10.0,31.0,1943.0,426.0,33.0,18.0,18.0,14.0,0.0,29.0,16.0,44.0,92.0,1.0,16702.0,F,13.33,13.33,3.0,0.375,3.0,0.188,0.0,2,U,,1
30316,5.0,2.0,,F,0.0,1.0,U,,35.0,7.0,35.0,1.0,35.0,35.0,16.0,773.0,291.0,20.0,20.0,20.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,19228.0,F,0.0,35.0,0.0,0.0,1.0,0.143,0.0,3,C,,0
79313,5.0,4.0,63.0,M,6.0,3.0,H,3.0,5.0,22.0,70.0,17.0,6.0,3.0,56.0,388.0,260.0,74.0,15.0,15.0,12.0,0.0,27.0,28.0,26.0,83.0,1.0,13904.0,A,,4.6,2.0,0.2,5.0,0.263,0.0,3,C,,0
147681,5.0,2.0,,F,12.0,1.0,U,2.0,15.0,27.0,217.0,18.0,20.0,5.0,71.0,2250.0,370.0,105.0,26.0,26.0,10.0,1.0,20.0,32.0,,26.0,1.0,27223.0,A,0.0,15.0,0.0,0.0,1.0,0.048,14.0,1,S,6.0,0
136544,6.0,1.0,,M,0.0,3.0,U,,10.0,7.0,21.0,3.0,10.0,,18.0,536.0,220.0,20.0,19.0,20.0,13.0,0.0,45.0,29.0,30.0,84.0,0.0,9045.0,N,0.0,5.0,0.0,0.0,1.0,0.143,0.0,3,T,,0
109539,6.0,3.0,44.0,F,11.0,1.0,H,5.0,20.0,33.0,206.0,15.0,20.0,5.0,75.0,599.0,271.0,129.0,21.0,21.0,12.0,0.0,37.0,26.0,43.0,69.0,1.0,11920.0,A,0.0,18.5,0.0,0.0,2.0,0.1,4.0,2,T,6.0,1
88825,5.0,0.0,86.0,F,3.0,1.0,U,6.0,15.0,16.0,61.0,5.0,16.0,-19.515952032109244,38.0,2066.0,391.0,53.0,15.0,15.0,11.0,0.0,46.0,22.0,54.0,86.0,0.0,33524.0,A,16.0,15.5,1.0,0.125,2.0,0.133,0.0,1,C,7.0,0
169054,6.0,2.0,47.0,F,9.0,4.0,H,5.0,15.0,24.0,186.0,16.0,18.0,5.0,58.0,963.0,316.0,91.0,17.0,17.0,14.0,0.0,23.0,81.0,6.0,78.0,1.0,11023.0,S,15.6,15.0,5.0,0.455,8.0,0.4,1.0,2,T,3.0,1
751,8.0,1.0,67.0,F,16.0,1.0,U,,10.0,45.0,192.0,25.0,12.0,3.0,107.0,2250.0,539.0,122.0,23.0,23.0,22.0,0.0,36.0,74.93961879204849,25.0,80.0,1.0,18081.0,A,10.33,10.25,3.0,0.273,4.0,0.182,3.0,1,U,8.0,1
78516,6.0,1.0,62.0,F,12.0,1.0,H,2.0,15.0,26.0,,22.0,15.0,5.0,68.0,490.0,265.0,88.0,17.0,17.0,13.0,1.0,27.0,9.0,32.0,62.0,1.0,12340.0,A,14.33,14.0,3.0,0.273,4.0,0.2,6.0,3,U,4.0,0
146940,4.0,0.0,87.0,M,7.0,1.0,H,7.0,15.0,24.0,68.0,8.0,,,58.0,5679.0,518.0,113.0,21.0,21.0,10.0,0.0,29.0,31.0,44.0,39.0,0.0,47163.0,A,14.0,14.0,2.0,0.25,2.0,0.118,0.0,1,U,9.0,1
41347,6.0,1.0,,U,1.0,1.0,U,,15.0,13.0,80.0,4.0,25.0,15.0,32.0,609.0,315.0,35.0,18.0,18.0,14.0,0.0,29.0,37.0,20.0,57.0,0.0,13508.0,A,25.0,20.0,1.0,0.111,2.0,0.111,0.0,2,S,,0
100146,4.0,2.0,74.0,M,6.0,-1.3638242098109705,H,2.0,20.0,20.0,270.0,14.0,30.0,10.0,56.0,464.0,256.0,119.0,19.0,,8.0,0.0,34.0,16.0,35.0,79.0,1.0,10907.0,A,0.0,22.5,0.0,0.0,2.0,0.125,0.0,3,S,4.0,1
2159,11.0,0.0,78.0,F,11.0,1.0,H,3.0,10.0,34.0,139.0,15.0,17.0,3.0,81.0,198.0,193.0,105.0,5.0,19.0,27.0,0.0,22.0,27.0,36.0,76.0,1.0,8898.0,A,10.0,12.33,2.0,0.2,3.0,0.158,13.0,2,R,1.0,1
155528,4.0,2.0,76.0,F,4.0,3.0,U,,10.0,14.0,58.0,6.0,12.0,5.0,33.0,1185.0,244.0,45.0,16.0,16.0,8.0,0.0,32.0,31.0,31.0,26.0,0.0,15753.0,A,10.0,10.5,3.0,0.333,4.0,0.222,0.0,2,C,4.0,1
191134,5.0,3.0,,F,8.0,4.0,U,2.0,5.0,21.0,104.5,18.0,7.0,2.5,47.0,431.0,222.0,51.0,15.0,15.0,13.0,0.0,64.80438529221658,33.0,27.0,55.0,1.0,8886.0,S,6.25,5.45,4.0,0.4,10.0,0.476,1.0,3,T,-3.7528211183817213,1
187604,1.0,4.0,,U,7.0,4.0,U,,7.0,6.0,53.0,10.0,7.0,3.0,16.0,1349.0,481.0,40.0,18.0,18.0,5.0,1.0,21.0,37.0,6.0,48.0,1.0,22094.0,E,5.33,5.83,3.0,0.75,6.0,0.75,1.0,1,T,,1
107895,4.0,2.0,50.0,,17.0,3.0,U,2.0,5.0,29.0,134.0,42.0,67.77428826652354,2.0,74.0,646.0,228.0,113.0,15.0,15.0,11.0,0.0,17.0,55.0,33.0,82.0,1.0,10918.0,S,3.0,3.57,3.0,0.3,7.0,0.368,1.0,3,U,7.0,1
174152,6.0,0.0,67.0,F,1.0,1.0,H,5.0,21.0,16.0,52.0,4.0,21.0,5.0,40.0,3373.0,633.0,55.0,17.0,17.0,13.0,14.0,37.0,27.0,19.0,73.0,0.0,19518.0,A,15.0,18.0,1.0,0.111,2.0,0.1,0.0,1,S,8.0,1
136390,5.0,1.0,77.0,F,12.0,3.0,H,5.0,5.0,29.0,77.0,15.0,8.0,1.0,66.0,1138.0,348.0,128.0,17.0,17.0,12.0,0.0,78.0,7.0,83.0,96.0,1.0,22351.0,S,5.0,5.4,4.0,0.571,5.0,,1.0,1,C,6.0,0
130302,6.0,3.0,,F,6.0,1.0,U,,20.0,20.0,94.0,9.0,20.0,3.0,45.0,704.0,313.0,52.0,24.0,24.0,11.0,0.0,35.0,20.0,28.0,71.0,1.0,15105.0,A,17.5,16.67,2.0,0.182,3.0,0.136,5.0,2,S,5.0,0
116930,6.0,2.0,75.0,F,5.0,2.0,H,6.0,20.0,20.0,119.0,10.0,20.0,10.0,53.0,,705.0,76.0,18.0,18.0,13.0,0.0,26.0,19.0,34.0,88.0,1.0,47863.0,S,12.5,13.4,2.0,0.2,5.0,0.238,1.0,1,U,9.0,1
